ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
SASO,medium_airport,OrÃ¡n Airport,1171,SA,AR,AR-A,OrÃ¡n,SASO,ORA,ORA,"-64.3292007446, -23.1527996063"
ESOE,medium_airport,Ãrebro Airport,188,EU,SE,SE-T,Ãrebro,ESOE,ORB,,"15.038000106811523, 59.22370147705078"
SKOE,small_airport,Orocue Airport,434,SA,CO,CO-CAS,Orocue,SKOE,ORC,ORC,"-71.3564, 4.79222"
KORD,large_airport,Chicago O'Hare International Airport,672,NA,US,US-IL,Chicago,KORD,ORD,ORD,"-87.9048, 41.9786"
LFOJ,medium_airport,OrlÃ©ans-Bricy (BA 123) Air Base,412,EU,FR,FR-F,OrlÃ©ans/Bricy,LFOJ,ORE,,"1.7605600357100002, 47.9878005981"
KORF,large_airport,Norfolk International Airport,26,NA,US,US-VA,Norfolk,KORF,ORF,ORF,"-76.20120239257812, 36.89459991455078"
SMZO,small_airport,Zorg en Hoop Airport,10,SA,SR,SR-PM,Paramaribo,SMZO,ORG,,"-55.190701, 5.81108"
KORH,medium_airport,Worcester Regional Airport,1009,NA,US,US-MA,Worcester,KORH,ORH,ORH,"-71.87570190429688, 42.26729965209961"
SYOR,small_airport,Orinduik Airport,1797,SA,GY,GY-PT,Orinduik,SYOR,ORJ,,"-60.035, 4.72527"
EICK,large_airport,Cork Airport,502,EU,IE,IE-C,Cork,EICK,ORK,,"-8.491109848022461, 51.84130096435547"
KORL,small_airport,Orlando Executive Airport,113,NA,US,US-FL,Orlando,KORL,ORL,ORL,"-81.332901, 28.5455"
EGBK,small_airport,Sywell Aerodrome,429,EU,GB,GB-ENG,Northampton,EGBK,ORM,,"-0.7930560112, 52.305301666300004"
DAOO,medium_airport,Es Senia Airport,295,AF,DZ,DZ-31,Oran,DAOO,ORN,,"-0.6211829781529999, 35.6239013672"
MHYR,small_airport,Yoro Airport,2215,NA,HN,HN-YO,Yoro,MHYR,ORO,,"-87.135, 15.1275"
FBOR,small_airport,Orapa Airport,3100,AF,BW,BW-CE,Orapa,FBOR,ORP,,"25.3167, -21.266701"
YYOR,small_airport,Yorketown Airport,,OC,AU,AU-SA,,YYOR,ORR,,"137.61700439453125, -35"
PAOR,medium_airport,Northway Airport,1715,NA,US,US-AK,Northway,PAOR,ORT,ORT,"-141.9290009, 62.9612999"
SLOR,medium_airport,Juan Mendoza Airport,12152,SA,BO,BO-O,Oruro,SLOR,ORU,,"-67.0762023926, -17.962600708"
PFNO,small_airport,Robert (Bob) Curtis Memorial Airport,55,NA,US,US-AK,Noorvik,PFNO,ORV,D76,"-161.0189972, 66.81790161"
OPOR,small_airport,Ormara Airport,10,AS,PK,PK-BA,Ormara Raik,OPOR,ORW,,"64.58599853519999, 25.274700164799995"
SNOX,small_airport,OriximinÃ¡ Airport,262,SA,BR,BR-PA,OriximinÃ¡,SNOX,ORX,SNOX,"-55.83620071411133, -1.7140799760818481"
LFPO,large_airport,Paris-Orly Airport,291,EU,FR,FR-J,Paris,LFPO,ORY,,"2.3794444, 48.7233333"
BZ-ORZ,small_airport,Orange Walk Airport,111,NA,BZ,BZ-OW,Orange Walk,,ORZ,,"-88.58386993410001, 18.0467662811"
KOSC,small_airport,Oscoda Wurtsmith Airport,633,NA,US,US-MI,Oscoda,KOSC,OSC,OSC,"-83.394096, 44.451599"
ESNZ,medium_airport,Ãre Ãstersund Airport,1233,EU,SE,SE-Z,Ãstersund,ESNZ,OSD,,"14.50030040741, 63.194400787354"
OSE,small_airport,Omora Airport,2540,OC,PG,PG-MPL,Omora,AYOM,OSE,OOA,"147.080638889, -7.82777777778"
UUMO,medium_airport,Ostafyevo International Airport,568,EU,RU,RU-MOS,Moscow,UUMO,OSF,,"37.507222, 55.511667"
OSG,small_airport,Ossima Airport,205,OC,PG,PG-SAN,Ossima,AYZS,OSG,OSA,"141.297305556, -2.91555555556"
KOSH,medium_airport,Wittman Regional Airport,808,NA,US,US-WI,Oshkosh,KOSH,OSH,OSH,"-88.55699920654297, 43.98440170288086"
LDOS,medium_airport,Osijek Airport,290,EU,HR,HR-14,Osijek,LDOS,OSI,,"18.810199737548828, 45.46269989013672"
ESMO,small_airport,Oskarshamn Airport,96,EU,SE,SE-H,,ESMO,OSK,,"16.497999, 57.350498"
ENGM,large_airport,Oslo Gardermoen Airport,681,EU,NO,NO-02,Oslo,ENGM,OSL,,"11.100399971008, 60.193901062012"
ORBM,medium_airport,Mosul International Airport,719,AS,IQ,IQ-NI,Mosul,ORBM,OSM,,"43.1474, 36.305801"
RKSO,large_airport,Osan Air Base,38,AS,KR,KR-41,,RKSO,OSN,,"127.029999, 37.090599"
YOSB,small_airport,Osborne Mine Airport,285,OC,AU,AU-QLD,,YOSB,OSO,,"140.554992676, -22.0816993713"
EPSK,closed,Redzikowo Air Base,217,EU,PL,PL-PM,,EPSK,OSP,,"17.107500076293945, 54.47890090942383"
LKMT,medium_airport,Ostrava Leos JanÃ¡Äek Airport,844,EU,CZ,CZ-MO,Ostrava,LKMT,OSR,,"18.111099243164062, 49.6963005065918"
UAFO,medium_airport,Osh Airport,2927,AS,KG,KG-O,Osh,UCFO,OSS,,"72.793296814, 40.6090011597"
EBOS,medium_airport,Ostend-Bruges International Airport,13,EU,BE,BE-VWV,Ostend,EBOS,OST,,"2.8622200489, 51.198898315399994"
KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,905,NA,US,US-OH,Columbus,KOSU,OSU,OSU,"-83.072998, 40.0798"
UWOR,medium_airport,Orsk Airport,909,EU,RU,RU-ORE,Orsk,UWOR,OSW,,"58.59560012817383, 51.0724983215332"
ENNM,small_airport,Namsos HÃ¸knesÃ¸ra Airport,7,EU,NO,NO-17,Namsos,ENNM,OSY,,"11.57859992981, 64.472198486328"
EPKO,small_airport,Koszalin Zegrze Pomorskie,249,EU,PL,PL-ZP,Zegrze Pomorskie,EPKZ,OSZ,,"16.2656, 54.0425"
FTTL,small_airport,Bol Airport,955,AF,TD,TD-LC,Bol,FTTL,OTC,,"14.739399909973145, 13.443300247192383"
PA-OTD,small_airport,Contadora Airport,14,NA,PA,PA-8,Contadora Island,,OTD,,"-79.034698486328, 8.6287603378296"
KOTH,medium_airport,Southwest Oregon Regional Airport,17,NA,US,US-OR,North Bend,KOTH,OTH,OTH,"-124.24600219726562, 43.41709899902344"
WAMR,medium_airport,Pitu Airport,49,AS,ID,ID-MU,Gotalalamo-Morotai Island,WAMR,OTI,,"128.324996948, 2.0459899902300003"
FYOW,small_airport,Otjiwarongo Airport,4859,AF,NA,NA-OH,Otjiwarongo,FYOW,OTJ,,"16.660800933838, -20.434700012207"
KTMK,small_airport,Tillamook Airport,36,NA,US,US-OR,Tillamook,KTMK,OTK,TMK,"-123.814002991, 45.4182014465"
GQNB,small_airport,Boutilimit Airport,121,AF,MR,MR-06,Boutilimit,GQNB,OTL,,"-14.682999610900879, 17.533000946044922"
KOTM,medium_airport,Ottumwa Regional Airport,845,NA,US,US-IA,Ottumwa,KOTM,OTM,OTM,"-92.44789886, 41.10660172"
2IG4,small_airport,Ed-Air Airport,426,NA,US,US-IN,Oaktown,I20,OTN,I20,"-87.4997024536, 38.851398468"
LROP,large_airport,Henri CoandÄ International Airport,314,EU,RO,RO-B,Bucharest,LROP,OTP,,"26.085, 44.5711111"
MRCC,medium_airport,Coto 47 Airport,26,NA,CR,CR-P,Corredores,MRCC,OTR,,"-82.96859741210938, 8.60155963897705"
K74S,small_airport,Anacortes Airport,241,NA,US,US-WA,Anacortes,,OTS,74S,"-122.662003, 48.499"
OTT,small_airport,Andre Maggi Airport,900,SA,BR,BR-MT,CotriguaÃ§u,,OTT,,"-58.581944, -9.898611"
SKOT,closed,Otu Airport,2060,SA,CO,CO-ANT,Remedios,SKOT,OTU,,"-74.7155, 7.01037"
AGGQ,closed,Ontong Java Atoll Airstrip,10,OC,SB,SB-ML,Ontong Java Atoll,AGGQ,OTV,,"159.527778, -5.515"
OTY,small_airport,Oria Airport,551,OC,PG,PG-CPM,Oria,,OTY,ORIA,"155.771022, -6.577613"
PAOT,medium_airport,Ralph Wien Memorial Airport,14,NA,US,US-AK,Kotzebue,PAOT,OTZ,OTZ,"-162.598999, 66.88469696"
DFFD,large_airport,Ouagadougou Airport,1037,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,,"-1.51242, 12.3532"
GMFO,medium_airport,Angads Airport,1535,AF,MA,MA-OUJ,Oujda,GMFO,OUD,,"-1.92399001121521, 34.787200927734375"
FCOU,medium_airport,Ouesso Airport,1158,AF,CG,CG-13,,FCOU,OUE,,"16.0379009247, 1.6159900426899998"
DFCC,small_airport,Ouahigouya Airport,1106,AF,BF,BF-YAT,Ouahigouya,DFCC,OUG,,"-2.4170000553131104, 13.567000389099121"
FAOH,medium_airport,Oudtshoorn Airport,1063,AF,ZA,ZA-WC,Oudtshoorn,FAOH,OUH,FAOH,"22.188999176, -33.6069984436"
GB-OUK,medium_airport,Outer Skerries Airport,76,EU,GB,GB-SCT,Grunay Island,EGOU,OUK,,"-0.75, 60.4252"
EFOU,medium_airport,Oulu Airport,47,EU,FI,FI-OL,Oulu / Oulunsalo,EFOU,OUL,,"25.354600906372, 64.930099487305"
OUM,small_airport,Oum Hadjer Airport,1198,AF,TD,TD-BA,Oum Hadjer,,OUM,,"19.710256, 13.278244"
KOUN,small_airport,University of Oklahoma Westheimer Airport,1182,NA,US,US-OK,Norman,KOUN,OUN,OUN,"-97.472099, 35.2456"
FKKI,small_airport,Batouri Airport,2152,AF,CM,CM-ES,Batouri,FKKI,OUR,,"14.362500190734863, 4.474999904632568"
SDOU,small_airport,Ourinhos Airport,1532,SA,BR,BR-SP,Ourinhos,SDOU,OUS,SDOU,"-49.913299560546875, -22.96649932861328"
FTTS,small_airport,Bousso Airport,1099,AF,TD,TD-CB,Bousso,FTTS,OUT,,"16.716999053955078, 10.482999801635742"
GQPZ,small_airport,Tazadit Airport,1129,AF,MR,MR-11,ZouÃ©rate,GQPZ,OUZ,,"-12.483599662780762, 22.756399154663086"
FMSL,small_airport,Bekily Airport,1270,AF,MG,MG-U,Bekily,FMSL,OVA,,"45.3045272827, -24.235694754699995"
UNNT,large_airport,Tolmachevo Airport,365,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,,"82.650703430176, 55.012599945068"
LEAS,medium_airport,Asturias Airport,416,EU,ES,ES-O,RanÃ³n,LEAS,OVD,,"-6.0346198081970215, 43.5635986328125"
KOVE,small_airport,Oroville Municipal Airport,192,NA,US,US-CA,Oroville,KOVE,OVE,OVE,"-121.62200164795, 39.487800598145"
FAOB,small_airport,Overberg Airport,52,AF,ZA,ZA-WC,Overberg,FAOB,OVG,,"20.250699996900003, -34.554901123"
SCOV,small_airport,El Tuqui Airport,1100,SA,CL,CL-CO,Ovalle,SCOV,OVL,,"-71.17559814453125, -30.559200286865234"
SAZF,small_airport,Olavarria Airport,551,SA,AR,AR-B,Olavarria,SAZF,OVR,OLA,"-60.216598510699995, -36.8899993896"
USHS,medium_airport,Sovetskiy Airport,351,AS,RU,RU-KHM,Sovetskiy,USHS,OVS,,"63.60191345214844, 61.326622009277344"
KOWA,small_airport,Owatonna Degner Regional Airport,1145,NA,US,US-MN,Owatonna,KOWA,OWA,OWA,"-93.26059723, 44.12340164"
KOWB,medium_airport,Owensboro Daviess County Airport,407,NA,US,US-KY,Owensboro,KOWB,OWB,OWB,"-87.16680145, 37.74010086"
KOWD,medium_airport,Norwood Memorial Airport,49,NA,US,US-MA,Norwood,KOWD,OWD,OWD,"-71.1728973389, 42.1904983521"
KOWK,small_airport,Central Maine Airport of Norridgewock,270,NA,US,US-ME,Norridgewock,KOWK,OWK,OWK,"-69.86650085, 44.71549988"
GGOV,medium_airport,Osvaldo Vieira International Airport,129,AF,GW,GW-BS,Bissau,GGOV,OXB,,"-15.65369987487793, 11.894800186157227"
KOXC,small_airport,Waterbury Oxford Airport,726,NA,US,US-CT,Oxford,KOXC,OXC,OXC,"-73.135200500488, 41.47859954834"
KOXD,small_airport,Miami University Airport,1041,NA,US,US-OH,Oxford,KOXD,OXD,OXD,"-84.78440094, 39.50230026"
EGTK,medium_airport,Oxford (Kidlington) Airport,270,EU,GB,GB-ENG,Kidlington,EGTK,OXF,,"-1.32000005245, 51.8368988037"
OXO,small_airport,Orientos Airport,375,OC,AU,AU-QLD,Orientos,,OXO,,"141.5361, -28.0598"
KOXR,medium_airport,Oxnard Airport,45,NA,US,US-CA,Oxnard,KOXR,OXR,OXR,"-119.20700073242, 34.200801849365"
YMNY,small_airport,Morney Airport,104,OC,AU,AU-QLD,,YMNY,OXY,,"141.43299865722656, -25.358299255371094"
SATG,medium_airport,Goya Airport,128,SA,AR,AR-W,Goya,SATG,OYA,GOY,"-59.2189, -29.1058"
FOGO,medium_airport,Oyem Airport,2158,AF,GA,GA-9,Oyem,FOGO,OYE,,"11.581399917602539, 1.5431100130081177"
UG-OYG,small_airport,Moyo Airport,3250,AF,UG,UG-N,Moyo,HUMY,OYG,,"31.762762069702, 3.6444001197815"
SBOI,medium_airport,Oiapoque Airport,63,SA,BR,BR-AP,Oiapoque,SBOI,OYK,,"-51.79690170288086, 3.85548996925354"
HKMY,small_airport,Moyale Airport,2790,AF,KE,KE-400,Moyale (Lower),HKMY,OYL,,"39.101398, 3.46972"
YOUY,small_airport,Ouyen Airport,,OC,AU,AU-VIC,,YOUY,OYN,,"142.354488373, -35.0890124268"
SAZH,medium_airport,Tres Arroyos Airport,400,SA,AR,AR-B,Tres Arroyos,SAZH,OYO,YOS,"-60.3297, -38.3869"
SOOG,medium_airport,Saint-Georges-de-l'Oyapock Airport,46,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock Airport,SOOG,OYP,,"-51.8041000366, 3.89759993553"
KOZA,small_airport,Ozona Municipal Airport,2381,NA,US,US-TX,Ozona,KOZA,OZA,OZA,"-101.20300292969, 30.735300064087"
RPMO,medium_airport,Labo Airport,75,AS,PH,PH-MSC,Ozamiz City,RPMO,OZC,,"123.84200286865234, 8.178509712219238"
GMAZ,small_airport,Zagora Airport,2631,AF,MA,MA-TIZ,Zagora,GMAZ,OZG,,"-5.86667013168, 30.3202991486"
UKDE,medium_airport,Zaporizhzhia International Airport,373,EU,UA,UA-23,Zaporizhia,UKDE,OZH,,"35.31570053100586, 47.867000579833984"
LEMO,medium_airport,Moron Air Base,285,EU,ES,ES-AN,MorÃ³n,LEMO,OZP,,"-5.615940093994141, 37.17490005493164"
KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,301,NA,US,US-AL,Fort Rucker/Ozark,KOZR,OZR,OZR,"-85.71340179, 31.27569962"
GMMZ,medium_airport,Ouarzazate Airport,3782,AF,MA,MA-OUA,Ouarzazate,GMMZ,OZZ,,"-6.909430027010001, 30.9391002655"
VYPA,small_airport,Hpa-N Airport,150,AS,MM,MM-13,Hpa-N,VYPA,PAA,,"97.67459869384766, 16.893699645996094"
VABI,medium_airport,Bilaspur Airport,899,AS,IN,IN-CT,Bilaspur,VEBU,PAB,,"82.111, 21.9884"
MPMG,medium_airport,Marcos A. Gelabert International Airport,31,NA,PA,PA-8,Albrook,MPMG,PAC,,"-79.55560302734375, 8.973340034484863"
EDLP,medium_airport,Paderborn Lippstadt Airport,699,EU,DE,DE-NW,Paderborn,EDLP,PAD,,"8.616319656369999, 51.614101409899995"
KPAE,medium_airport,Snohomish County (Paine Field) Airport,606,NA,US,US-WA,Everett,KPAE,PAE,PAE,"-122.2819977, 47.90629959"
HUKF,small_airport,Pakuba Airfield,2365,AF,UG,UG-W,Kabalega Falls,HUPA,PAF,,"31.497801, 2.32639"
RPMP,medium_airport,Pagadian Airport,5,AS,PH,PH-ZAS,Pagadian City,RPMP,PAG,,"123.461179733, 7.83073144787"
KPAH,medium_airport,Barkley Regional Airport,410,NA,US,US-KY,Paducah,KPAH,PAH,PAH,"-88.7738037109375, 37.06079864501953"
OPPC,small_airport,Parachinar Airport,5800,AS,PK,PK-TA,Parachinar,OPPC,PAJ,,"70.0716018677, 33.902099609400004"
PHPA,small_airport,Port Allen Airport,24,NA,US,US-HI,Hanapepe,PHPA,PAK,PAK,"-159.602996826, 21.896900177"
SKPQ,medium_airport,German Olano Air Base,566,SA,CO,CO-CUN,La Dorada,SKPQ,PAL,PQE,"-74.6574, 5.48361"
KPAM,large_airport,Tyndall Air Force Base,17,NA,US,US-FL,Panama City,KPAM,PAM,PAM,"-85.57540130619999, 30.0695991516"
VTSK,medium_airport,Pattani Airport,8,AS,TH,TH-94,,VTSK,PAN,,"101.15399932861328, 6.785459995269775"
KPAO,small_airport,Palo Alto Airport of Santa Clara County,4,NA,US,US-CA,Palo Alto,KPAO,PAO,PAO,"-122.114997864, 37.461101532"
MTPP,medium_airport,Toussaint Louverture International Airport,122,NA,HT,HT-OU,Port-au-Prince,MTPP,PAP,,"-72.2925033569336, 18.579999923706055"
PAAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",242,NA,US,US-AK,Palmer,PAAQ,PAQ,PAQ,"-149.08901, 61.594898"
LGPA,small_airport,Paros National Airport,131,EU,GR,GR-82,Paros Island,LGPA,PAS,,"25.113195, 37.020495"
VEPT,medium_airport,Lok Nayak Jayaprakash Airport,170,AS,IN,IN-BR,Patna,VEPT,PAT,,"85.0879974365, 25.591299057"
VYPK,small_airport,Pauk Airport,249,AS,MM,MM-03,Pauk,VYPK,PAU,,"94.48690032958984, 21.449199676513672"
SBUF,medium_airport,Paulo Afonso Airport,883,SA,BR,BR-BA,Paulo Afonso,SBUF,PAV,,"-38.250598907471, -9.4008798599243"
MTPX,medium_airport,Port-de-Paix Airport,9,NA,HT,HT-NO,Port-de-Paix,MTPX,PAX,,"-72.84860229492188, 19.9335994720459"
WBKP,small_airport,Pamol Airport,36,AS,MY,MY-12,Pamol,WBKP,PAY,,"117.39991760253906, 5.999300003051758"
MMPA,medium_airport,El TajÃ­n National Airport,497,NA,MX,MX-VER,Poza Rica,MMPA,PAZ,,"-97.46080017090001, 20.6026992798"
SSPN,small_airport,ParanaÃ­ba Airport,1446,SA,BR,BR-MS,ParanaÃ­ba,SSPN,PBB,SSPN,"-51.19940185546875, -19.651199340820312"
MMPB,medium_airport,Hermanos SerdÃ¡n International Airport,7361,NA,MX,MX-PUE,Puebla,MMPB,PBC,,"-98.3713989258, 19.1581001282"
VAPR,medium_airport,Porbandar Airport,23,AS,IN,IN-GJ,Porbandar,VAPR,PBD,,"69.65720367429999, 21.6487007141"
SKPR,small_airport,Puerto Berrio Airport,445,SA,CO,CO-ANT,Puerto Berrio,SKPR,PBE,PBE,"-74.4105, 6.46034"
KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",206,NA,US,US-AR,Pine Bluff,KPBF,PBF,PBF,"-91.9356, 34.1731"
KPBG,medium_airport,Plattsburgh International Airport,234,NA,US,US-NY,Plattsburgh,KPBG,PBG,PBG,"-73.46810150146484, 44.650901794433594"
VQPR,medium_airport,Paro Airport,7332,AS,BT,BT-11,Paro,VQPR,PBH,,"89.42459869380001, 27.403200149499998"
KPBI,large_airport,Palm Beach International Airport,19,NA,US,US-FL,West Palm Beach,KPBI,PBI,PBI,"-80.09559631347656, 26.68320083618164"
NVSI,small_airport,Tavie Airport,160,OC,VU,VU-MAP,Paama Island,NVSI,PBJ,,"168.257003784, -16.438999176"
SVPC,medium_airport,General Bartolome Salom International Airport,32,SA,VE,VE-G,,SVPC,PBL,,"-68.072998046875, 10.480500221252441"
SMJP,medium_airport,Johan Adolf Pengel International Airport,59,SA,SR,SR-PR,Zandery,SMJP,PBM,,"-55.1878013611, 5.4528298377999995"
FNPA,medium_airport,Porto Amboim Airport,16,AF,AO,AO-CUS,Port Amboim,FNPA,PBN,,"13.76550006866455, -10.722000122070312"
YPBO,medium_airport,Paraburdoo Airport,1406,OC,AU,AU-WA,Paraburdoo,YPBO,PBO,,"117.745002747, -23.1711006165"
MRIA,small_airport,Islita Airport,7,NA,CR,CR-G,Nandayure,MRIA,PBP,,"-85.37079620361328, 9.856109619140625"
SWPM,small_airport,Pimenta Bueno Airport,682,SA,BR,BR-RO,Pimenta Bueno,SWPM,PBQ,SWPM,"-61.179100036621094, -11.641599655151367"
MGPB,medium_airport,Puerto Barrios Airport,33,NA,GT,GT-IZ,Puerto Barrios,MGPB,PBR,,"-88.583801, 15.7309"
PY-PBT,small_airport,Puerto Leda Airport,260,SA,PY,PY-16,Puerto Leda,,PBT,,"-57.927101135253906, -20.904600143432617"
VYPT,medium_airport,Putao Airport,1500,AS,MM,MM-11,Putao,VYPT,PBU,,"97.42630004882812, 27.32990074157715"
SWPG,small_airport,Porto dos GaÃºchos Airport,1312,SA,BR,BR-MT,Porto Dos GaÃºchos,SWPG,PBV,SWPG,"-57.3782, -11.5404"
SWPQ,small_airport,Fazenda Piraguassu Airport,705,SA,BR,BR-MT,Porto Alegre Do Norte,SWPQ,PBX,,"-51.685001373291, -10.861110687256"
FAPG,medium_airport,Plettenberg Bay Airport,465,AF,ZA,ZA-WC,Plettenberg Bay,FAPG,PBZ,,"23.3287234306, -34.0881601675"
PAOC,small_airport,Portage Creek Airport,137,NA,US,US-AK,Portage Creek,PAOC,PCA,A14,"-157.714, 58.9065"
WIHP,small_airport,Pondok Cabe Air Base,200,AS,ID,ID-JK,Jakarta,WIHP,PCB,,"106.76499938964844, -6.3369598388671875"
SK-045,small_airport,Puerto Rico Airport,980,SA,CO,CO-CAQ,Puerto Rico,,PCC,PCC,"-75.166667, 1.916667"
KPDC,small_airport,Prairie Du Chien Municipal Airport,661,NA,US,US-WI,Prairie Du Chien,KPDC,PCD,PDC,"-91.12370300293, 43.019298553467"
FAPS,medium_airport,Potchefstroom Airport,4520,AF,ZA,ZA-NW,Potchefstroom,FAPS,PCF,,"27.0818996429, -26.670999527"
GT-0004,small_airport,Paso Caballos Airport,213,NA,GT,GT-PE,Paso Caballos,MGPC,PCG,,"-90.25630187990001, 17.2639007568"
MHPC,small_airport,Palacios Airport,18,NA,HN,HN-GD,Palacios,MHPC,PCH,,"-84.941391, 15.955"
PY-PCJ,small_airport,Puerto La Victoria Airport,286,SA,PY,PY-1,Puerto La Victoria,SGLV,PCJ,,"-57.866333, -22.295041"
SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,513,SA,PE,PE-UCA,Pucallpa,SPCL,PCL,,"-74.57430267333984, -8.37794017791748"
MX-PCM,small_airport,Playa del Carmen Airport,20,NA,MX,MX-ROO,Solidaridad,,PCM,PCE,"-87.08219909668, 20.622499465942"
NZPN,small_airport,Picton Aerodrome,161,OC,NZ,NZ-MBH,Koromiko,NZPN,PCN,,"173.95599365234, -41.346099853516"
MMPL,small_airport,Punta Colorada Airport,55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,PCL,"-109.535826, 23.575011"
PCO,small_airport,Punta Colorada Airport,55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,PCL,"-109.535826, 23.575011"
FPPR,medium_airport,Principe Airport,591,AF,ST,ST-P,,FPPR,PCP,,"7.411739826202393, 1.6629400253295898"
PCQ,small_airport,Boun Neau Airport,3050,AS,LA,LA-PH,Phongsaly,VLFL,PCQ,,"101.9, 21.6475"
SKPC,medium_airport,German Olano Airport,177,SA,CO,CO-VID,Puerto CarreÃ±o,SKPC,PCR,PCR,"-67.4932, 6.18472"
SNPC,small_airport,Picos Airport,1050,SA,BR,BR-PI,Picos,SNPC,PCS,SNPC,"-41.52370071411133, -7.0620598793029785"
K39N,small_airport,Princeton Airport,128,NA,US,US-NJ,Princeton/Rocky Hill,39N,PCT,39N,"-74.6588973999, 40.3992004395"
KM13,small_airport,Poplarville Pearl River County Airport,320,NA,US,US-MS,Poplarville,M13,PCU,M13,"-89.504501342773, 30.785999298096"
MX-PCV,small_airport,Punta Chivato Airport,49,NA,MX,MX-BCS,Punta Chivato,,PCV,PCH,"-111.96199798584, 27.069200515747"
SKPD,medium_airport,Obando Airport,460,SA,CO,CO-GUA,Puerto InÃ­rida,SKPD,PDA,PDA,"-67.9062, 3.85353"
4K0,small_airport,Pedro Bay Airport,45,NA,US,US-AK,Pedro Bay,4K0,PDB,4K0,"-154.12399292, 59.7896003723"
NWWQ,small_airport,Mueo Airport,,OC,NC,NC-U-A,Mueo,NWWQ,PDC,,"164.99899291992188, -21.3164005279541"
FQPO,small_airport,Ponta do Ouro Airport,92,AF,MZ,MZ-L,Ponta do Ouro,FQPO,PDD,,"32.837707519531, -26.828552246094"
YPDI,small_airport,Pandie Pandie Airport,,OC,AU,AU-SA,,YPDI,PDE,,"139.39999389648438, -26.11669921875"
SNRD,small_airport,Prado Airport,66,SA,BR,BR-BA,Prado,SNRD,PDF,SNRD,"-39.27119827270508, -17.29669952392578"
WIPT,medium_airport,Minangkabau International Airport,18,AS,ID,ID-SB,Ketaping/Padang - Sumatra Island,WIEE,PDG,,"100.280998, -0.786917"
PDI,small_airport,Pindiu Airport,2995,OC,PG,PG-MPL,Pindiu,AYPD,PDI,PDU,"147.515833333, -6.445138888890001"
KPDK,medium_airport,DeKalb Peachtree Airport,1003,NA,US,US-GA,Atlanta,KPDK,PDK,PDK,"-84.3020019531, 33.8755989075"
LPPD,large_airport,JoÃ£o Paulo II Airport,259,EU,PT,PT-20,Ponta Delgada,LPPD,PDL,,"-25.6979007721, 37.7411994934"
MP00,small_airport,Capt Justiniano Montenegro Airport,16,NA,PA,PA-7,Pedasi,MP00,PDM,MP00,"-80.023300170898, 7.5568799972534"
YPDA,small_airport,Parndana Airport,545,OC,AU,AU-SA,Kangaroo Island,YPDA,PDN,YPDA,"137.264, -35.807"
WIPQ,medium_airport,Pendopo Airport,184,AS,ID,ID-SS,Talang Gudang-Sumatra Island,WIPQ,PDO,,"103.87999725341797, -3.2860701084136963"
SULS,medium_airport,Capitan Corbeta CA Curbelo International Airport,95,SA,UY,UY-MA,Punta del Este,SULS,PDP,,"-55.09429931640625, -34.855098724365234"
PDR,small_airport,Presidente JosÃ© Sarney Airport,400,SA,BR,BR-MA,Presidente Dutra,SJKE,PDR,SJKE,"-44.481, -5.3098"
MMPG,medium_airport,Piedras Negras International Airport,901,NA,MX,MX-COA,,MMPG,PDS,PNG,"-100.535004, 28.627399"
KPDT,medium_airport,Eastern Oregon Regional At Pendleton Airport,1497,NA,US,US-OR,Pendleton,KPDT,PDT,PDT,"-118.841003418, 45.695098877"
SUPU,small_airport,Tydeo Larre Borges Airport,138,SA,UY,UY-PA,Paysandu,SUPU,PDU,,"-58.0619010925293, -32.36330032348633"
LBPD,medium_airport,Plovdiv International Airport,597,EU,BG,BG-16,Plovdiv,LBPD,PDV,,"24.8508, 42.067799"
KPDX,large_airport,Portland International Airport,31,NA,US,US-OR,Portland,KPDX,PDX,PDX,"-122.5979996, 45.58869934"
SVPE,small_airport,Pedernales Airport,25,SA,VE,VE-Y,,SVPE,PDZ,,"-62.228599548339844, 9.979240417480469"
YPSH,small_airport,Penneshaw Airport,,OC,AU,AU-SA,Ironstone,YPSH,PEA,,"137.962875366, -35.7558462874"
PEC,seaplane_base,Pelican Seaplane Base,0,NA,US,US-AK,Pelican,PEC,PEC,PEC,"-136.23599243164, 57.955200195312"
LKPD,medium_airport,Pardubice Airport,741,EU,CZ,CZ-PA,Pardubice,LKPD,PED,,"15.73859977722168, 50.01340103149414"
USPP,medium_airport,Bolshoye Savino Airport,404,EU,RU,RU-PER,Perm,USPP,PEE,,"56.021198272705, 57.914501190186"
EDCP,small_airport,PeenemÃ¼nde Airport,7,EU,DE,DE-MV,PeenemÃ¼nde,EDCP,PEF,,"13.774443626399998, 54.1577796936"
